country	year	ddd.per.thousand	sector	atc	notes
France	2015	0.23	AC	J02AC	NA
Germany	2015	0.2	AC	J02AC	NA
Greece	2015	1.12	AC	J02AC	NA
Hungary	2015	0.32	AC	J02AC	NA
Iceland	2015	0.42	AC	J02AC	NA
Ireland	2015	NA	AC	J02AC	missing.data
Italy	2015	0.84	AC	J02AC	NA
Latvia	2015	0.26	AC	J02AC	NA
Liechtenstein	2015	NA	AC	J02AC	missing.data
Lithuania	2015	0.18	AC	J02AC	NA
Luxembourg	2015	1.2	AC	J02AC	NA
Malta	2015	1.06	AC	J02AC	NA
Netherlands	2015	0.4	AC	J02AC	NA
Norway	2015	0.17	AC	J02AC	NA
Poland	2015	0.93	AC	J02AC	NA
Portugal	2015	0.62	AC	J02AC	NA
Romania	2015	0.47	AC	J02AC	pc.hosp.total
Slovakia	2015	0.67	AC	J02AC	NA
Slovenia	2015	0.26	AC	J02AC	NA
Spain	2015	0.24	AC	J02AC	NA
Sweden	2015	0.22	AC	J02AC	NA
United Kingdom	2015	NA	AC	J02AC	reported.zero
Austria	2015	NA	AC	J02AX	reported.zero
Belgium	2015	NA	AC	J02AX	reported.zero
Bulgaria	2015	NA	AC	J02AX	reported.zero
Croatia	2015	NA	AC	J02AX	reported.zero
Cyprus	2015	0.0095	AC	J02AX	pc.hosp.total
Czech Republic	2015	0.0019	AC	J02AX	NA
Denmark	2015	NA	AC	J02AX	reported.zero
Estonia	2015	NA	AC	J02AX	reported.zero
Finland	2015	NA	AC	J02AX	reported.zero
France	2015	6e-04	AC	J02AX	NA
Germany	2015	1e-04	AC	J02AX	NA
Greece	2015	0.0015	AC	J02AX	NA
Hungary	2015	NA	AC	J02AX	reported.zero
Iceland	2015	NA	AC	J02AX	reported.zero
Ireland	2015	NA	AC	J02AX	missing.data
Italy	2015	NA	AC	J02AX	reported.zero
Latvia	2015	NA	AC	J02AX	reported.zero
Liechtenstein	2015	NA	AC	J02AX	missing.data
Lithuania	2015	NA	AC	J02AX	reported.zero
Luxembourg	2015	NA	AC	J02AX	reported.zero
Malta	2015	3e-04	AC	J02AX	NA
Netherlands	2015	NA	AC	J02AX	reported.zero
Norway	2015	4e-04	AC	J02AX	NA
Poland	2015	NA	AC	J02AX	reported.zero
Portugal	2015	NA	AC	J02AX	reported.zero
Romania	2015	0.0036	AC	J02AX	pc.hosp.total
Slovakia	2015	1e-04	AC	J02AX	NA
Slovenia	2015	NA	AC	J02AX	reported.zero
Spain	2015	NA	AC	J02AX	reported.zero
Sweden	2015	1e-04	AC	J02AX	NA
United Kingdom	2015	NA	AC	J02AX	reported.zero
Austria	2015	1.35	AC	J05	NA
Belgium	2015	1.44	AC	J05	NA
Bulgaria	2015	0.93	AC	J05	NA
Croatia	2015	0.12	AC	J05	NA
Cyprus	2015	1.33	AC	J05	pc.hosp.total
Czech Republic	2015	0.77	AC	J05	NA
Denmark	2015	0.5	AC	J05	NA
Estonia	2015	0.37	AC	J05	NA
Finland	2015	0.51	AC	J05	NA
France	2015	3	AC	J05	NA
Germany	2015	1.79	AC	J05	NA
Greece	2015	1.51	AC	J05	NA
Hungary	2015	0.61	AC	J05	NA
Iceland	2015	1.28	AC	J05	NA
Ireland	2015	NA	AC	J05	missing.data
Italy	2015	0.02	AC	J05	NA
Latvia	2015	1.95	AC	J05	NA
Liechtenstein	2015	NA	AC	J05	missing.data
Lithuania	2015	0.55	AC	J05	NA
Luxembourg	2015	0.77	AC	J05	NA
Malta	2015	0.25	AC	J05	NA
Netherlands	2015	2.26	AC	J05	NA
Norway	2015	1.44	AC	J05	NA
Poland	2015	1.83	AC	J05	NA
Portugal	2015	0.21	AC	J05	NA
Romania	2015	2.22	AC	J05	pc.hosp.total
Slovakia	2015	1.95	AC	J05	NA
Slovenia	2015	0.65	AC	J05	NA
Spain	2015	0.19	AC	J05	NA
Sweden	2015	1.7	AC	J05	NA
United Kingdom	2015	NA	AC	J05	reported.zero
Austria	2015	1.35	AC	J05A	NA
Belgium	2015	1.44	AC	J05A	NA
Bulgaria	2015	0.93	AC	J05A	NA
Croatia	2015	0.12	AC	J05A	NA
Cyprus	2015	1.33	AC	J05A	pc.hosp.total
Czech Republic	2015	0.77	AC	J05A	NA
Denmark	2015	0.5	AC	J05A	NA
Estonia	2015	0.37	AC	J05A	NA
Finland	2015	0.51	AC	J05A	NA
France	2015	3	AC	J05A	NA
Germany	2015	1.79	AC	J05A	NA
Greece	2015	1.51	AC	J05A	NA
Hungary	2015	0.61	AC	J05A	NA
Iceland	2015	1.28	AC	J05A	NA
Ireland	2015	NA	AC	J05A	missing.data
Italy	2015	0.02	AC	J05A	NA
Latvia	2015	1.95	AC	J05A	NA
Liechtenstein	2015	NA	AC	J05A	missing.data
Lithuania	2015	0.55	AC	J05A	NA
Luxembourg	2015	0.77	AC	J05A	NA
Malta	2015	0.25	AC	J05A	NA
Netherlands	2015	2.26	AC	J05A	NA
Norway	2015	1.44	AC	J05A	NA
Poland	2015	1.83	AC	J05A	NA
Portugal	2015	0.21	AC	J05A	NA
Romania	2015	2.22	AC	J05A	pc.hosp.total
Slovakia	2015	1.95	AC	J05A	NA
Slovenia	2015	0.65	AC	J05A	NA
Spain	2015	0.19	AC	J05A	NA
Sweden	2015	1.7	AC	J05A	NA
United Kingdom	2015	NA	AC	J05A	reported.zero
Austria	2015	NA	AC	J05AA	reported.zero
Belgium	2015	NA	AC	J05AA	reported.zero
Bulgaria	2015	NA	AC	J05AA	reported.zero
Croatia	2015	NA	AC	J05AA	reported.zero
Cyprus	2015	NA	AC	J05AA	reported.zero
Czech Republic	2015	NA	AC	J05AA	reported.zero
Denmark	2015	NA	AC	J05AA	reported.zero
Estonia	2015	NA	AC	J05AA	reported.zero
Finland	2015	NA	AC	J05AA	reported.zero
France	2015	NA	AC	J05AA	reported.zero
Germany	2015	NA	AC	J05AA	reported.zero
Greece	2015	NA	AC	J05AA	reported.zero
Hungary	2015	NA	AC	J05AA	reported.zero
Iceland	2015	NA	AC	J05AA	reported.zero
Ireland	2015	NA	AC	J05AA	missing.data
Italy	2015	NA	AC	J05AA	reported.zero
Latvia	2015	NA	AC	J05AA	reported.zero
Liechtenstein	2015	NA	AC	J05AA	missing.data
Lithuania	2015	NA	AC	J05AA	reported.zero
Luxembourg	2015	NA	AC	J05AA	reported.zero
Malta	2015	NA	AC	J05AA	reported.zero
Netherlands	2015	NA	AC	J05AA	reported.zero
Norway	2015	NA	AC	J05AA	reported.zero
Poland	2015	NA	AC	J05AA	reported.zero
Portugal	2015	NA	AC	J05AA	reported.zero
Romania	2015	NA	AC	J05AA	reported.zero
Slovakia	2015	NA	AC	J05AA	reported.zero
Slovenia	2015	NA	AC	J05AA	reported.zero
Spain	2015	NA	AC	J05AA	reported.zero
Sweden	2015	NA	AC	J05AA	reported.zero
United Kingdom	2015	NA	AC	J05AA	reported.zero
Austria	2015	0.368	AC	J05AB	NA
Belgium	2015	0.02	AC	J05AB	NA
Bulgaria	2015	0.06	AC	J05AB	NA
Croatia	2015	0.116	AC	J05AB	NA
Cyprus	2015	0.19	AC	J05AB	pc.hosp.total
Czech Republic	2015	0.219	AC	J05AB	NA
Denmark	2015	0.496	AC	J05AB	NA
Estonia	2015	0.175	AC	J05AB	NA
Finland	2015	0.473	AC	J05AB	NA
France	2015	0.607	AC	J05AB	NA
Germany	2015	0.26	AC	J05AB	NA
Greece	2015	0.169	AC	J05AB	NA
Hungary	2015	0.124	AC	J05AB	NA
Iceland	2015	0.518	AC	J05AB	NA
Ireland	2015	NA	AC	J05AB	missing.data
Italy	2015	NA	AC	J05AB	reported.zero
Latvia	2015	0.07	AC	J05AB	NA
Liechtenstein	2015	NA	AC	J05AB	missing.data
Lithuania	2015	0.094	AC	J05AB	NA
Luxembourg	2015	0.349	AC	J05AB	NA
Malta	2015	0.147	AC	J05AB	NA
Netherlands	2015	0.249	AC	J05AB	NA
Norway	2015	0.244	AC	J05AB	NA
Poland	2015	0.307	AC	J05AB	NA
Portugal	2015	0.204	AC	J05AB	NA
Romania	2015	0.105	AC	J05AB	pc.hosp.total
Slovakia	2015	0.194	AC	J05AB	NA
Slovenia	2015	0.197	AC	J05AB	NA
Spain	2015	0.189	AC	J05AB	NA
Sweden	2015	0.43	AC	J05AB	NA
United Kingdom	2015	NA	AC	J05AB	reported.zero
Austria	2015	NA	AC	J05AC	reported.zero
Belgium	2015	NA	AC	J05AC	reported.zero
Bulgaria	2015	NA	AC	J05AC	reported.zero
Croatia	2015	NA	AC	J05AC	reported.zero
Cyprus	2015	NA	AC	J05AC	reported.zero
Czech Republic	2015	NA	AC	J05AC	reported.zero
Denmark	2015	NA	AC	J05AC	reported.zero
Estonia	2015	NA	AC	J05AC	reported.zero
Finland	2015	NA	AC	J05AC	reported.zero
France	2015	NA	AC	J05AC	reported.zero
Germany	2015	NA	AC	J05AC	reported.zero
Greece	2015	NA	AC	J05AC	reported.zero
Hungary	2015	NA	AC	J05AC	reported.zero
Iceland	2015	NA	AC	J05AC	reported.zero
Ireland	2015	NA	AC	J05AC	missing.data
Italy	2015	NA	AC	J05AC	reported.zero
Latvia	2015	0.241	AC	J05AC	NA
Liechtenstein	2015	NA	AC	J05AC	missing.data
Lithuania	2015	NA	AC	J05AC	reported.zero
Luxembourg	2015	NA	AC	J05AC	reported.zero
Malta	2015	NA	AC	J05AC	reported.zero
Netherlands	2015	NA	AC	J05AC	reported.zero
Norway	2015	NA	AC	J05AC	reported.zero
Poland	2015	NA	AC	J05AC	reported.zero
Portugal	2015	NA	AC	J05AC	reported.zero
Romania	2015	NA	AC	J05AC	reported.zero
Slovakia	2015	NA	AC	J05AC	reported.zero
Slovenia	2015	NA	AC	J05AC	reported.zero
Spain	2015	NA	AC	J05AC	reported.zero
Sweden	2015	NA	AC	J05AC	reported.zero
United Kingdom	2015	NA	AC	J05AC	reported.zero
Austria	2015	NA	AC	J05AD	reported.zero
Belgium	2015	NA	AC	J05AD	reported.zero
Bulgaria	2015	NA	AC	J05AD	reported.zero
Croatia	2015	NA	AC	J05AD	reported.zero
Cyprus	2015	NA	AC	J05AD	reported.zero
Czech Republic	2015	NA	AC	J05AD	reported.zero
Denmark	2015	NA	AC	J05AD	reported.zero
Estonia	2015	NA	AC	J05AD	reported.zero
Finland	2015	NA	AC	J05AD	reported.zero
France	2015	6e-04	AC	J05AD	NA
Germany	2015	NA	AC	J05AD	reported.zero
Greece	2015	NA	AC	J05AD	reported.zero
Hungary	2015	NA	AC	J05AD	reported.zero
Iceland	2015	NA	AC	J05AD	reported.zero
Ireland	2015	NA	AC	J05AD	missing.data
Italy	2015	NA	AC	J05AD	reported.zero
Latvia	2015	NA	AC	J05AD	reported.zero
Liechtenstein	2015	NA	AC	J05AD	missing.data
Lithuania	2015	NA	AC	J05AD	reported.zero
Luxembourg	2015	NA	AC	J05AD	reported.zero
Malta	2015	NA	AC	J05AD	reported.zero
Netherlands	2015	1e-05	AC	J05AD	NA
Norway	2015	3e-05	AC	J05AD	NA
Poland	2015	NA	AC	J05AD	reported.zero
Portugal	2015	NA	AC	J05AD	reported.zero
Romania	2015	NA	AC	J05AD	reported.zero
Slovakia	2015	NA	AC	J05AD	reported.zero
Slovenia	2015	NA	AC	J05AD	reported.zero
Spain	2015	NA	AC	J05AD	reported.zero
Sweden	2015	NA	AC	J05AD	reported.zero
United Kingdom	2015	NA	AC	J05AD	reported.zero
Austria	2015	0.125	AC	J05AE	NA
Belgium	2015	0.258	AC	J05AE	NA
Bulgaria	2015	NA	AC	J05AE	reported.zero
Croatia	2015	NA	AC	J05AE	reported.zero
Cyprus	2015	0.159	AC	J05AE	pc.hosp.total
Czech Republic	2015	0.024	AC	J05AE	NA
Denmark	2015	NA	AC	J05AE	reported.zero
Estonia	2015	NA	AC	J05AE	reported.zero
Finland	2015	NA	AC	J05AE	reported.zero
France	2015	0.373	AC	J05AE	NA
Germany	2015	0.157	AC	J05AE	NA
Greece	2015	NA	AC	J05AE	reported.zero
Hungary	2015	0.028	AC	J05AE	NA
Iceland	2015	0.083	AC	J05AE	NA
Ireland	2015	NA	AC	J05AE	missing.data
Italy	2015	NA	AC	J05AE	reported.zero
Latvia	2015	0.199	AC	J05AE	NA
Liechtenstein	2015	NA	AC	J05AE	missing.data
Lithuania	2015	0.001	AC	J05AE	NA
Luxembourg	2015	0.02	AC	J05AE	NA
Malta	2015	NA	AC	J05AE	reported.zero
Netherlands	2015	0.23	AC	J05AE	NA
Norway	2015	0.183	AC	J05AE	NA
Poland	2015	NA	AC	J05AE	reported.zero
Portugal	2015	NA	AC	J05AE	reported.zero
Romania	2015	0.3	AC	J05AE	pc.hosp.total
Slovakia	2015	0.016	AC	J05AE	NA
Slovenia	2015	0.056	AC	J05AE	NA
Spain	2015	NA	AC	J05AE	reported.zero
Sweden	2015	0.172	AC	J05AE	NA
United Kingdom	2015	NA	AC	J05AE	reported.zero
Austria	2015	0.222	AC	J05AF	NA
Belgium	2015	0.098	AC	J05AF	NA
Bulgaria	2015	0.191	AC	J05AF	NA
Croatia	2015	NA	AC	J05AF	reported.zero
Cyprus	2015	0.41	AC	J05AF	pc.hosp.total
Czech Republic	2015	0.152	AC	J05AF	NA
Denmark	2015	NA	AC	J05AF	reported.zero
Estonia	2015	0.001	AC	J05AF	NA
Finland	2015	NA	AC	J05AF	reported.zero
France	2015	0.421	AC	J05AF	NA
Germany	2015	0.296	AC	J05AF	NA
Greece	2015	0.362	AC	J05AF	NA
Hungary	2015	0.092	AC	J05AF	NA
Iceland	2015	0.058	AC	J05AF	NA
Ireland	2015	NA	AC	J05AF	missing.data
Italy	2015	0.01	AC	J05AF	NA
Latvia	2015	0.192	AC	J05AF	NA
Liechtenstein	2015	NA	AC	J05AF	missing.data
Lithuania	2015	0.02	AC	J05AF	NA
Luxembourg	2015	0.223	AC	J05AF	NA
Malta	2015	0.068	AC	J05AF	NA
Netherlands	2015	0.277	AC	J05AF	NA
Norway	2015	0.132	AC	J05AF	NA
Poland	2015	0.006	AC	J05AF	NA
Portugal	2015	0.002	AC	J05AF	NA
Romania	2015	0.753	AC	J05AF	pc.hosp.total
Slovakia	2015	0.238	AC	J05AF	NA
Slovenia	2015	0.173	AC	J05AF	NA
Spain	2015	NA	AC	J05AF	reported.zero
Sweden	2015	0.167	AC	J05AF	NA
United Kingdom	2015	NA	AC	J05AF	reported.zero
Austria	2015	0.099	AC	J05AG	NA
Belgium	2015	0.176	AC	J05AG	NA
Bulgaria	2015	0.005	AC	J05AG	NA
Croatia	2015	NA	AC	J05AG	reported.zero
Cyprus	2015	0.102	AC	J05AG	pc.hosp.total
Czech Republic	2015	0.024	AC	J05AG	NA
Denmark	2015	NA	AC	J05AG	reported.zero
Estonia	2015	NA	AC	J05AG	reported.zero
Finland	2015	NA	AC	J05AG	reported.zero
France	2015	0.184	AC	J05AG	NA
Germany	2015	0.13	AC	J05AG	NA
Greece	2015	0.005	AC	J05AG	NA
Hungary	2015	0.054	AC	J05AG	NA
Iceland	2015	0.021	AC	J05AG	NA
Ireland	2015	NA	AC	J05AG	missing.data
Italy	2015	0.005	AC	J05AG	NA
Latvia	2015	0.324	AC	J05AG	NA
Liechtenstein	2015	NA	AC	J05AG	missing.data
Lithuania	2015	0.052	AC	J05AG	NA
Luxembourg	2015	0.011	AC	J05AG	NA
Malta	2015	NA	AC	J05AG	reported.zero
Netherlands	2015	0.271	AC	J05AG	NA
Norway	2015	0.05	AC	J05AG	NA
Poland	2015	NA	AC	J05AG	reported.zero
Portugal	2015	NA	AC	J05AG	reported.zero
Romania	2015	0.136	AC	J05AG	pc.hosp.total
Slovakia	2015	0.006	AC	J05AG	NA
Slovenia	2015	0.066	AC	J05AG	NA
Spain	2015	NA	AC	J05AG	reported.zero
Sweden	2015	0.12	AC	J05AG	NA
United Kingdom	2015	NA	AC	J05AG	reported.zero
Austria	2015	0.0364	AC	J05AH	NA
Belgium	2015	NA	AC	J05AH	reported.zero
Bulgaria	2015	0.0451	AC	J05AH	NA
Croatia	2015	NA	AC	J05AH	reported.zero
Cyprus	2015	0.0069	AC	J05AH	pc.hosp.total
Czech Republic	2015	0.0014	AC	J05AH	NA
Denmark	2015	0.0023	AC	J05AH	NA
Estonia	2015	0.0352	AC	J05AH	NA
Finland	2015	0.0323	AC	J05AH	NA
France	2015	0.0517	AC	J05AH	NA
Germany	2015	0.0084	AC	J05AH	NA
Greece	2015	0.0825	AC	J05AH	NA
Hungary	2015	0.0029	AC	J05AH	NA
Iceland	2015	0.0207	AC	J05AH	NA
Ireland	2015	NA	AC	J05AH	missing.data
Italy	2015	0.0012	AC	J05AH	NA
Latvia	2015	0.0297	AC	J05AH	NA
Liechtenstein	2015	NA	AC	J05AH	missing.data
Lithuania	2015	0.0604	AC	J05AH	NA
Luxembourg	2015	1e-04	AC	J05AH	NA
Malta	2015	0.0014	AC	J05AH	NA
Netherlands	2015	NA	AC	J05AH	reported.zero
Norway	2015	0.0044	AC	J05AH	NA
Poland	2015	0.0039	AC	J05AH	NA
Portugal	2015	NA	AC	J05AH	reported.zero
Romania	2015	0.0065	AC	J05AH	pc.hosp.total
Slovakia	2015	0.001	AC	J05AH	NA
Slovenia	2015	0.0083	AC	J05AH	NA
Spain	2015	NA	AC	J05AH	reported.zero
Sweden	2015	0.0056	AC	J05AH	NA
United Kingdom	2015	NA	AC	J05AH	reported.zero
Austria	2015	0.067	AC	J05AP	NA
Belgium	2015	0.005	AC	J05AP	NA
Bulgaria	2015	0.036	AC	J05AP	NA
Croatia	2015	NA	AC	J05AP	reported.zero
Cyprus	2015	0.028	AC	J05AP	pc.hosp.total
Czech Republic	2015	0.082	AC	J05AP	NA
Denmark	2015	NA	AC	J05AP	reported.zero
Estonia	2015	0.155	AC	J05AP	NA
Finland	2015	NA	AC	J05AP	reported.zero
France	2015	0.025	AC	J05AP	NA
Germany	2015	0.107	AC	J05AP	NA
Greece	2015	0.006	AC	J05AP	NA
Hungary	2015	0.001	AC	J05AP	NA
Iceland	2015	0.023	AC	J05AP	NA
Ireland	2015	NA	AC	J05AP	missing.data
Italy	2015	NA	AC	J05AP	reported.zero
Latvia	2015	0.172	AC	J05AP	NA
Liechtenstein	2015	NA	AC	J05AP	missing.data
Lithuania	2015	0.086	AC	J05AP	NA
Luxembourg	2015	0.034	AC	J05AP	NA
Malta	2015	0.011	AC	J05AP	NA
Netherlands	2015	0.061	AC	J05AP	NA
Norway	2015	0.086	AC	J05AP	NA
Poland	2015	NA	AC	J05AP	reported.zero
Portugal	2015	NA	AC	J05AP	reported.zero
Romania	2015	0.117	AC	J05AP	pc.hosp.total
Slovakia	2015	0.061	AC	J05AP	NA
Slovenia	2015	0.037	AC	J05AP	NA
Spain	2015	NA	AC	J05AP	reported.zero
Sweden	2015	0.104	AC	J05AP	NA
United Kingdom	2015	NA	AC	J05AP	reported.zero
Austria	2015	0.26	AC	J05AR	NA
Belgium	2015	0.76	AC	J05AR	NA
Bulgaria	2015	NA	AC	J05AR	reported.zero
Croatia	2015	NA	AC	J05AR	reported.zero
Cyprus	2015	0.37	AC	J05AR	pc.hosp.total
Czech Republic	2015	0.14	AC	J05AR	NA
Denmark	2015	NA	AC	J05AR	reported.zero
Estonia	2015	NA	AC	J05AR	reported.zero
Finland	2015	NA	AC	J05AR	reported.zero
France	2015	1.05	AC	J05AR	NA
Germany	2015	0.67	AC	J05AR	NA
Greece	2015	0.88	AC	J05AR	NA
Hungary	2015	0.04	AC	J05AR	NA
Iceland	2015	0.49	AC	J05AR	NA
Ireland	2015	NA	AC	J05AR	missing.data
Italy	2015	NA	AC	J05AR	reported.zero
Latvia	2015	0.65	AC	J05AR	NA
Liechtenstein	2015	NA	AC	J05AR	missing.data
Lithuania	2015	0.23	AC	J05AR	NA
Luxembourg	2015	0.11	AC	J05AR	NA
Malta	2015	NA	AC	J05AR	reported.zero
Netherlands	2015	1.05	AC	J05AR	NA
Norway	2015	0.66	AC	J05AR	NA
Poland	2015	NA	AC	J05AR	reported.zero
Portugal	2015	NA	AC	J05AR	reported.zero
Romania	2015	0.54	AC	J05AR	pc.hosp.total
Slovakia	2015	0.07	AC	J05AR	NA
Slovenia	2015	0.08	AC	J05AR	NA
Spain	2015	NA	AC	J05AR	reported.zero
Sweden	2015	0.61	AC	J05AR	NA
United Kingdom	2015	NA	AC	J05AR	reported.zero
Austria	2015	0.17	AC	J05AX	NA
Belgium	2015	0.13	AC	J05AX	NA
Bulgaria	2015	0.59	AC	J05AX	NA
Croatia	2015	NA	AC	J05AX	reported.zero
Cyprus	2015	0.06	AC	J05AX	pc.hosp.total
Czech Republic	2015	0.12	AC	J05AX	NA
Denmark	2015	NA	AC	J05AX	reported.zero
Estonia	2015	NA	AC	J05AX	reported.zero
Finland	2015	NA	AC	J05AX	reported.zero
France	2015	0.29	AC	J05AX	NA
Germany	2015	0.16	AC	J05AX	NA
Greece	2015	NA	AC	J05AX	reported.zero
Hungary	2015	0.27	AC	J05AX	NA
Iceland	2015	0.06	AC	J05AX	NA
Ireland	2015	NA	AC	J05AX	missing.data
Italy	2015	NA	AC	J05AX	reported.zero
Latvia	2015	0.08	AC	J05AX	NA
Liechtenstein	2015	NA	AC	J05AX	missing.data
Lithuania	2015	0.01	AC	J05AX	NA
Luxembourg	2015	0.02	AC	J05AX	NA
Malta	2015	0.02	AC	J05AX	NA
Netherlands	2015	0.13	AC	J05AX	NA
Norway	2015	0.08	AC	J05AX	NA
Poland	2015	1.51	AC	J05AX	NA
Portugal	2015	NA	AC	J05AX	reported.zero
Romania	2015	0.26	AC	J05AX	pc.hosp.total
Slovakia	2015	1.37	AC	J05AX	NA
Slovenia	2015	0.03	AC	J05AX	NA
Spain	2015	NA	AC	J05AX	reported.zero
Sweden	2015	0.09	AC	J05AX	NA
United Kingdom	2015	NA	AC	J05AX	reported.zero
Austria	2015	0.74	AC	Long-acting macrolides	NA
Belgium	2015	1.68	AC	Long-acting macrolides	NA
Bulgaria	2015	1.39	AC	Long-acting macrolides	NA
Croatia	2015	1.79	AC	Long-acting macrolides	NA
Cyprus	2015	0.98	AC	Long-acting macrolides	pc.hosp.total
Czech Republic	2015	0.9	AC	Long-acting macrolides	NA
Denmark	2015	0.48	AC	Long-acting macrolides	NA
Estonia	2015	0.56	AC	Long-acting macrolides	NA
Finland	2015	0.4	AC	Long-acting macrolides	NA
France	2015	0.67	AC	Long-acting macrolides	NA
Germany	2015	0.56	AC	Long-acting macrolides	NA
Greece	2015	1.09	AC	Long-acting macrolides	NA
Hungary	2015	1.5	AC	Long-acting macrolides	NA
Iceland	2015	1.12	AC	Long-acting macrolides	NA
Ireland	2015	0.78	AC	Long-acting macrolides	NA
Italy	2015	1.57	AC	Long-acting macrolides	NA
Latvia	2015	0.53	AC	Long-acting macrolides	NA
Liechtenstein	2015	NA	AC	Long-acting macrolides	missing.data
Lithuania	2015	0.5	AC	Long-acting macrolides	NA
Luxembourg	2015	1.04	AC	Long-acting macrolides	NA
Malta	2015	1.14	AC	Long-acting macrolides	NA
Netherlands	2015	0.8	AC	Long-acting macrolides	NA
Norway	2015	0.29	AC	Long-acting macrolides	NA
Poland	2015	1.67	AC	Long-acting macrolides	NA
Portugal	2015	1.56	AC	Long-acting macrolides	NA
Romania	2015	0.81	AC	Long-acting macrolides	pc.hosp.total
Slovakia	2015	2.56	AC	Long-acting macrolides	NA
Slovenia	2015	0.99	AC	Long-acting macrolides	NA
Spain	2015	1.42	AC	Long-acting macrolides	NA
Sweden	2015	0.09	AC	Long-acting macrolides	NA
United Kingdom	2015	NA	AC	Long-acting macrolides	missing.data
Austria	2015	NA	AC	Other antivirals	reported.zero
Belgium	2015	NA	AC	Other antivirals	reported.zero
Bulgaria	2015	0.59	AC	Other antivirals	NA
Croatia	2015	NA	AC	Other antivirals	reported.zero
Cyprus	2015	NA	AC	Other antivirals	reported.zero
Czech Republic	2015	0.09	AC	Other antivirals	NA
Denmark	2015	NA	AC	Other antivirals	reported.zero
Estonia	2015	NA	AC	Other antivirals	reported.zero
Finland	2015	NA	AC	Other antivirals	reported.zero
France	2015	NA	AC	Other antivirals	reported.zero
Germany	2015	NA	AC	Other antivirals	reported.zero
Greece	2015	NA	AC	Other antivirals	reported.zero
Hungary	2015	0.25	AC	Other antivirals	NA
Iceland	2015	NA	AC	Other antivirals	reported.zero
Ireland	2015	NA	AC	Other antivirals	missing.data
Italy	2015	NA	AC	Other antivirals	reported.zero
Latvia	2015	0.03	AC	Other antivirals	NA
Liechtenstein	2015	NA	AC	Other antivirals	missing.data
Lithuania	2015	0.01	AC	Other antivirals	NA
Luxembourg	2015	0.01	AC	Other antivirals	NA
Malta	2015	NA	AC	Other antivirals	reported.zero
Netherlands	2015	NA	AC	Other antivirals	reported.zero
Norway	2015	NA	AC	Other antivirals	reported.zero
Poland	2015	1.51	AC	Other antivirals	NA
Portugal	2015	NA	AC	Other antivirals	reported.zero
Romania	2015	0.19	AC	Other antivirals	pc.hosp.total
Slovakia	2015	1.33	AC	Other antivirals	NA
Slovenia	2015	NA	AC	Other antivirals	reported.zero
Spain	2015	NA	AC	Other antivirals	reported.zero
Sweden	2015	NA	AC	Other antivirals	reported.zero
United Kingdom	2015	NA	AC	Other antivirals	reported.zero
Austria	2015	0.88	AC	Second-generation quinolones	NA
Belgium	2015	1.49	AC	Second-generation quinolones	NA
Bulgaria	2015	2.48	AC	Second-generation quinolones	NA
Croatia	2015	0.65	AC	Second-generation quinolones	NA
Cyprus	2015	3.53	AC	Second-generation quinolones	pc.hosp.total
Czech Republic	2015	0.76	AC	Second-generation quinolones	NA
Denmark	2015	0.46	AC	Second-generation quinolones	NA
Estonia	2015	0.69	AC	Second-generation quinolones	NA
Finland	2015	0.67	AC	Second-generation quinolones	NA
France	2015	1.25	AC	Second-generation quinolones	NA
Germany	2015	1.14	AC	Second-generation quinolones	NA
Greece	2015	1.93	AC	Second-generation quinolones	NA
Hungary	2015	2.25	AC	Second-generation quinolones	NA
Iceland	2015	0.93	AC	Second-generation quinolones	NA
Ireland	2015	0.87	AC	Second-generation quinolones	NA
Italy	2015	3.03	AC	Second-generation quinolones	NA
Latvia	2015	0.85	AC	Second-generation quinolones	NA
Liechtenstein	2015	NA	AC	Second-generation quinolones	missing.data
Lithuania	2015	0.72	AC	Second-generation quinolones	NA
Luxembourg	2015	1.94	AC	Second-generation quinolones	NA
Malta	2015	2.44	AC	Second-generation quinolones	NA
Netherlands	2015	0.67	AC	Second-generation quinolones	NA
Norway	2015	0.45	AC	Second-generation quinolones	NA
Poland	2015	1.02	AC	Second-generation quinolones	NA
Portugal	2015	1.63	AC	Second-generation quinolones	NA
Romania	2015	2.62	AC	Second-generation quinolones	pc.hosp.total
Slovakia	2015	2.08	AC	Second-generation quinolones	NA
Slovenia	2015	0.82	AC	Second-generation quinolones	NA
Spain	2015	1.93	AC	Second-generation quinolones	NA
Sweden	2015	0.66	AC	Second-generation quinolones	NA
United Kingdom	2015	NA	AC	Second-generation quinolones	missing.data
Austria	2015	0.006	AC	Short-acting macrolides	NA
Belgium	2015	0.048	AC	Short-acting macrolides	NA
Bulgaria	2015	NA	AC	Short-acting macrolides	reported.zero
Croatia	2015	0.021	AC	Short-acting macrolides	NA
Cyprus	2015	0.104	AC	Short-acting macrolides	pc.hosp.total
Czech Republic	2015	0.063	AC	Short-acting macrolides	NA
Denmark	2015	0.218	AC	Short-acting macrolides	NA
Estonia	2015	0.006	AC	Short-acting macrolides	NA
Finland	2015	0.053	AC	Short-acting macrolides	NA
France	2015	0.181	AC	Short-acting macrolides	NA
Germany	2015	0.132	AC	Short-acting macrolides	NA
Greece	2015	0.002	AC	Short-acting macrolides	NA
Hungary	2015	0.022	AC	Short-acting macrolides	NA
Iceland	2015	0.189	AC	Short-acting macrolides	NA
